date,avg_pnl,total_pnl,trade_count,fg_value,classification,volume_usd
2024-12-29,14.348596651741294,2884.067927,201,73.0,Greed,344628.54
2024-12-30,29.637296503289473,9009.738137,304,65.0,Greed,1073865.73
2024-12-31,17.794159509803922,5445.01281,306,64.0,Greed,877164.62
2025-01-01,-99.25068067708334,-9528.065345,96,66.0,Greed,282582.1
2025-01-02,24.145482235457067,8716.519087,361,70.0,Greed,774674.84
2025-01-03,11.867099986220472,6028.486793,508,74.0,Greed,771208.99
2025-01-04,6.882851665768194,2553.537968,371,73.0,Greed,1826029.6199999999
2025-01-05,13.337737920502093,3187.719363,239,72.0,Greed,451943.57
2025-01-06,10.583220581151831,6064.185393,573,76.0,Extreme Greed,556526.99
2025-01-07,25.271942748822607,16098.227531,637,78.0,Extreme Greed,1313178.1
2025-01-08,125.23300342059672,130117.090554,1039,70.0,Greed,3177275.18
2025-01-09,89.99220096168582,46975.928902,522,69.0,Greed,1020733.25
2025-01-10,-12.352717401709402,-10116.875552,819,50.0,Neutral,6547449.68
2025-01-11,8.017952424028268,2269.080536,283,69.0,Greed,1658098.71
2025-01-12,9.538607646179402,5742.241803,602,62.0,Greed,2258459.17
2025-01-13,23.66526801960784,9655.429352,408,61.0,Greed,2936648.0100000002
2025-01-14,58.43459038181818,16069.512355,275,63.0,Greed,876581.97
